game_id|game_name|game_info|game_size
sf2en.zip|Street Fighter II: The World Warrior (World 910204, conversion)|Capcom/1991|
sf2ua.zip|Street Fighter II: The World Warrior (USA 910206)|Capcom/1991|
sf2ub.zip|Street Fighter II: The World Warrior (USA 910214)|Capcom/1991|
sf2uc.zip|Street Fighter II: The World Warrior (USA 910306)|Capcom/1991|
sf2ud.zip|Street Fighter II: The World Warrior (USA 910318)|Capcom/1991|
sf2ue.zip|Street Fighter II: The World Warrior (USA 910228)|Capcom/1991|
sf2uf.zip|Street Fighter II: The World Warrior (USA 910411)|Capcom/1991|
sf2ug.zip|Street Fighter II: The World Warrior (USA 910522, Rev. G)|Capcom/1991|
sf2uh.zip|Street Fighter II: The World Warrior (USA 910522, Rev. H)|Capcom/1991|
sf2ui.zip|Street Fighter II: The World Warrior (USA 910522, Rev. I)|Capcom/1991|
sf2uk.zip|Street Fighter II: The World Warrior (USA 911101)|Capcom/1991|
sf2um.zip|Street Fighter II: The World Warrior (USA 920312)|Capcom/1991|
sf2j.zip|Street Fighter II: The World Warrior (Japan 911210, CPS-B-13)|Capcom/1991|
sf2j17.zip|Street Fighter II: The World Warrior (Japan 911210, CPS-B-17)|Capcom/1991|
sf2ja.zip|Street Fighter II: The World Warrior (Japan 910214)|Capcom/1991|
sf2jc.zip|Street Fighter II: The World Warrior (Japan 910306)|Capcom/1991|
sf2jf.zip|Street Fighter II: The World Warrior (Japan 910411)|Capcom/1991|
sf2jh.zip|Street Fighter II: The World Warrior (Japan 910522)|Capcom/1991|
sf2jl.zip|Street Fighter II: The World Warrior (Japan 920312)|Capcom/1991|
sf2ebbl.zip|Street Fighter II: The World Warrior (TAB Austria, bootleg, set 1)|bootleg/1992|
sf2ebbl2.zip|Street Fighter II: The World Warrior (TAB Austria, bootleg, set 3)|bootleg/1992|
sf2ebbl3.zip|Street Fighter II: The World Warrior (TAB Austria, bootleg, set 4)|bootleg/1992|
sf2stt.zip|Street Fighter II: The World Warrior (TAB Austria, bootleg, set 2)|bootleg/1992|
sf2rk.zip|Street Fighter II: The World Warrior (RK, bootleg)|bootleg/1992|
sf2qp1.zip|Street Fighter II: The World Warrior (Quicken Pt-I, bootleg)|bootleg/1991|
